,orig_index,Bank Group,Bank Address,CAddr,RAddr
0,1,0,2,250,F73
1,2,0,2,250,F73
2,3,1,0,0,C58
3,5,0,2,250,F73
4,6,1,0,0,C58
5,7,0,2,250,F73
6,8,0,2,250,F73
7,9,1,0,0,C58
8,11,0,2,250,F73
9,12,1,0,0,C58
10,13,0,2,250,F73
11,14,0,2,250,F73
12,15,1,0,0,C58
13,17,0,2,250,F73
14,18,1,0,0,C58
15,19,0,2,250,F73
16,20,0,2,250,F73
17,21,1,0,0,C58
18,23,0,2,250,F73
19,24,1,0,0,C58
20,25,0,2,250,F73
21,26,0,2,250,F73
22,27,1,0,0,C58
23,29,0,2,250,F73
24,30,1,0,0,C58
25,31,0,2,250,F73
26,32,1,0,0,C58
27,34,0,2,250,F73
28,35,1,0,0,C58
29,36,0,2,250,F73
30,37,0,2,250,F73
31,38,1,0,0,C58
32,40,0,2,250,F73
33,41,1,0,0,C58
34,42,0,2,250,F73
35,43,0,2,250,F73
36,44,1,0,0,C58
37,46,0,2,250,F73
38,47,1,0,0,C58
39,48,0,2,250,F73
40,49,0,2,250,F73
41,50,1,0,0,C58
42,52,0,2,250,F73
43,53,1,0,0,C58
44,54,0,2,250,F73
45,55,0,2,250,F73
46,56,1,0,0,C58
47,58,0,2,250,F73
48,59,1,0,0,C58
49,60,0,2,250,F73
50,61,0,2,250,F73
51,62,1,0,0,C58
52,64,0,2,250,F73
53,65,1,0,0,C58
54,66,0,2,250,F73
55,67,0,2,250,F73
56,68,1,0,0,C58
57,70,0,2,250,F73
58,71,1,0,0,C58
59,72,0,2,250,F73
60,73,0,2,250,F73
61,74,1,0,0,C58
62,76,0,2,250,F73
63,77,1,0,0,C58
64,78,0,2,250,F73
65,79,0,2,250,F73
66,80,1,0,0,C58
67,82,0,2,250,F73
68,83,1,0,0,C58
69,84,0,2,250,F73
70,85,0,2,250,F73
71,86,1,0,0,C58
72,88,0,2,250,F73
73,89,1,0,0,C58
74,90,0,2,250,F73
75,91,0,2,250,F73
76,92,1,0,0,C58
77,94,0,2,250,F73
78,95,1,0,0,C58
79,96,0,2,250,F73
80,97,0,2,250,F73
81,98,1,0,0,C58
82,100,0,2,250,F73
83,101,1,0,0,C58
84,102,0,2,250,F73
85,103,0,2,250,F73
86,104,1,0,0,C58
87,106,0,2,250,F73
88,107,1,0,0,C58
89,108,0,2,250,F73
90,109,0,2,250,F73
91,110,1,0,0,C58
92,112,0,2,250,F73
93,113,1,0,0,C58
94,114,0,2,250,F73
95,115,0,2,250,F73
96,116,1,0,0,C58
97,118,0,2,250,F73
98,119,1,0,0,C58
99,120,0,2,250,F73
100,121,0,2,250,F73
101,122,1,0,0,C58
102,124,0,2,250,F73
103,125,1,0,0,C58
104,126,0,2,250,F73
105,127,0,2,250,F73
106,128,1,0,0,C58
107,130,0,2,250,F73
108,131,1,0,0,C58
109,132,0,2,250,F73
110,133,0,2,250,F73
111,134,1,0,0,C58
112,136,0,2,250,F73
113,137,1,0,0,C58
114,138,0,2,250,F73
115,139,0,2,250,F73
116,140,1,0,0,C58
117,142,0,2,250,F73
118,143,1,0,0,C58
119,144,0,2,250,F73
120,145,0,2,250,F73
121,146,1,0,0,C58
122,148,0,2,250,F73
123,149,1,0,0,C58
124,150,0,2,250,F73
125,151,0,2,250,F73
126,152,1,0,0,C58
127,154,0,2,250,F73
128,155,1,0,0,C58
129,156,0,2,250,F73
130,157,0,2,250,F73
131,158,1,0,0,C58
132,160,0,2,250,F73
133,161,1,0,0,C58
134,162,0,2,250,F73
135,163,0,2,250,F73
136,164,1,0,0,C58
137,166,0,2,250,F73
138,167,1,0,0,C58
139,168,0,2,250,F73
140,169,0,2,250,F73
141,170,1,0,0,C58
142,172,0,2,250,F73
143,173,1,0,0,C58
144,174,0,2,250,F73
145,175,0,2,250,F73
146,176,1,0,0,C58
147,178,0,2,250,F73
148,179,1,0,0,C58
149,180,0,2,250,F73
150,181,0,2,250,F73
151,182,1,0,0,C58
152,184,0,2,250,F73
153,185,1,0,0,C58
154,186,0,2,250,F73
155,187,0,2,250,F73
156,188,1,0,0,C58
157,190,0,2,250,F73
158,191,1,0,0,C58
159,192,0,2,250,F73
160,193,0,2,250,F73
161,194,1,0,0,C58
162,196,0,2,250,F73
163,197,1,0,0,C58
164,198,0,2,250,F73
165,199,0,2,250,F73
166,200,1,0,0,C58
167,202,0,2,250,F73
168,203,1,0,0,C58
169,204,0,2,250,F73
170,205,0,2,250,F73
171,206,1,0,0,C58
172,208,0,2,250,F73
173,209,1,0,0,C58
174,210,0,2,250,F73
175,211,0,2,250,F73
176,212,1,0,0,C58
177,214,0,2,250,F73
178,215,1,0,0,C58
179,216,0,2,250,F73
180,217,0,2,250,F73
181,218,1,0,0,C58
182,220,0,2,250,F73
183,221,1,0,0,C58
184,222,0,2,250,F73
185,223,0,2,250,F73
186,224,1,0,0,C58
187,226,0,2,250,F73
188,227,1,0,0,C58
189,228,0,2,250,F73
190,229,0,2,250,F73
191,230,1,0,0,C58
192,232,0,2,250,F73
193,233,1,0,0,C58
194,234,0,2,250,F73
195,235,0,2,250,F73
196,236,1,0,0,C58
197,238,0,2,250,F73
198,239,1,0,0,C58
199,240,0,2,250,F73
200,241,0,2,250,F73
201,242,1,0,0,C58
202,244,0,2,250,F73
203,245,1,0,0,C58
204,246,0,2,250,F73
205,247,0,2,250,F73
206,248,1,0,0,C58
207,250,0,2,250,F73
208,251,1,0,0,C58
209,252,0,2,250,F73
210,253,0,2,250,F73
211,254,1,0,0,C58
212,256,0,2,250,F73
213,257,1,0,0,C58
214,258,0,2,250,F73
215,259,0,2,250,F73
216,260,1,0,0,C58
217,262,0,2,250,F73
218,263,1,0,0,C58
219,264,0,2,250,F73
220,265,0,2,250,F73
221,266,1,0,0,C58
222,268,0,2,250,F73
223,269,1,0,0,C58
224,270,0,2,250,F73
225,271,0,2,250,F73
226,272,1,0,0,C58
227,274,0,2,250,F73
228,275,1,0,0,C58
229,276,0,2,250,F73
230,277,0,2,250,F73
231,278,1,0,0,C58
232,280,0,2,250,F73
233,281,1,0,0,C58
234,282,0,2,250,F73
235,283,0,2,250,F73
236,284,1,0,0,C58
237,286,0,2,250,F73
238,287,1,0,0,C58
239,288,0,2,250,F73
240,289,0,2,250,F73
241,290,1,0,0,C58
242,292,0,2,250,F73
243,293,1,0,0,C58
244,294,0,2,250,F73
245,295,0,2,250,F73
246,296,1,0,0,C58
247,298,0,2,250,F73
248,299,1,0,0,C58
249,300,0,2,250,F73
250,301,0,2,250,F73
251,302,1,0,0,C58
252,304,0,2,250,F73
253,305,1,0,0,C58
254,306,0,2,250,F73
255,307,0,2,250,F73
256,308,1,0,0,C58
257,310,0,2,250,F73
258,311,1,0,0,C58
259,312,0,2,250,F73
260,313,0,2,250,F73
261,314,1,0,0,C58
262,316,0,2,250,F73
263,317,1,0,0,C58
264,318,0,2,250,F73
265,319,0,2,250,F73
266,320,1,0,0,C58
267,322,0,2,250,F73
268,323,1,0,0,C58
269,324,0,2,250,F73
270,325,0,2,250,F73
271,326,1,0,0,C58
272,328,0,2,250,F73
273,329,1,0,0,C58
274,330,0,2,250,F73
275,331,0,2,250,F73
276,332,1,0,0,C58
277,334,0,2,250,F73
278,335,1,0,0,C58
279,336,0,2,250,F73
280,337,0,2,250,F73
281,338,1,0,0,C58
282,340,0,2,250,F73
283,341,1,0,0,C58
284,342,0,2,250,F73
285,343,0,2,250,F73
286,344,1,0,0,C58
287,346,0,2,250,F73
288,347,1,0,0,C58
289,348,0,2,250,F73
290,349,0,2,250,F73
291,350,1,0,0,C58
292,352,0,2,250,F73
293,353,1,0,0,C58
294,354,0,2,250,F73
295,355,0,2,250,F73
296,356,1,0,0,C58
297,358,0,2,250,F73
298,359,1,0,0,C58
299,360,0,2,250,F73
300,361,0,2,250,F73
301,362,1,0,0,C58
302,364,0,2,250,F73
303,365,1,0,0,C58
304,366,0,2,250,F73
305,367,0,2,250,F73
306,368,1,0,0,C58
307,370,0,2,250,F73
308,371,1,0,0,C58
309,372,0,2,250,F73
310,373,0,2,250,F73
311,374,1,0,0,C58
312,376,0,2,250,F73
313,377,1,0,0,C58
314,378,0,2,250,F73
315,379,0,2,250,F73
316,380,1,0,0,C58
317,382,0,2,250,F73
318,383,1,0,0,C58
319,384,0,2,250,F73
320,385,0,2,250,F73
321,386,1,0,0,C58
322,388,0,2,250,F73
323,389,1,0,0,C58
324,390,0,2,250,F73
325,391,1,0,0,C58
326,393,0,2,250,F73
327,394,1,0,0,C58
328,395,0,2,250,F73
329,396,0,2,250,F73
330,397,1,0,0,C58
331,399,0,2,250,F73
332,400,1,0,0,C58
333,401,0,2,250,F73
334,402,0,2,250,F73
335,403,1,0,0,C58
336,405,0,2,250,F73
337,406,1,0,0,C58
338,407,0,2,250,F73
339,408,0,2,250,F73
340,409,1,0,0,C58
341,411,0,2,250,F73
342,412,1,0,0,C58
343,413,0,2,250,F73
344,414,0,2,250,F73
345,415,1,0,0,C58
346,417,0,2,250,F73
347,418,1,0,0,C58
348,419,0,2,250,F73
349,420,0,2,250,F73
350,421,1,0,0,C58
351,423,0,2,250,F73
352,424,1,0,0,C58
353,425,0,2,250,F73
354,426,0,2,250,F73
355,427,1,0,0,C58
356,429,0,2,250,F73
357,430,1,0,0,C58
358,431,0,2,250,F73
359,432,0,2,250,F73
360,433,1,0,0,C58
361,435,0,2,250,F73
362,436,1,0,0,C58
363,437,0,2,250,F73
364,438,0,2,250,F73
365,439,1,0,0,C58
366,441,0,2,250,F73
367,442,1,0,0,C58
368,443,0,2,250,F73
369,444,0,2,250,F73
370,445,1,0,0,C58
371,447,0,2,250,F73
372,448,1,0,0,C58
373,449,0,2,250,F73
374,450,0,2,250,F73
375,451,1,0,0,C58
376,453,0,2,250,F73
377,454,1,0,0,C58
378,455,0,2,250,F73
379,456,0,2,250,F73
380,457,1,0,0,C58
381,459,0,2,250,F73
382,460,1,0,0,C58
383,461,0,2,250,F73
384,462,0,2,250,F73
385,463,1,0,0,C58
386,465,0,2,250,F73
387,466,1,0,0,C58
388,467,0,2,250,F73
389,468,0,2,250,F73
390,469,1,0,0,C58
391,471,0,2,250,F73
392,472,1,0,0,C58
393,473,0,2,250,F73
394,474,0,2,250,F73
395,475,1,0,0,C58
396,477,0,2,250,F73
397,478,1,0,0,C58
398,479,0,2,250,F73
399,480,0,2,250,F73
400,481,1,0,0,C58
401,483,0,2,250,F73
402,484,1,0,0,C58
403,485,0,2,250,F73
404,486,0,2,250,F73
405,487,1,0,0,C58
406,489,0,2,250,F73
407,490,1,0,0,C58
408,491,0,2,250,F73
409,492,0,2,250,F73
410,493,1,0,0,C58
411,495,0,2,250,F73
412,496,1,0,0,C58
413,497,0,2,250,F73
414,498,0,2,250,F73
415,499,1,0,0,C58
416,501,0,2,250,F73
417,502,1,0,0,C58
418,503,0,2,250,F73
419,504,0,2,250,F73
420,505,1,0,0,C58
421,507,0,2,250,F73
422,508,1,0,0,C58
423,509,0,2,250,F73
424,510,0,2,250,F73
425,511,1,0,0,C58
426,513,0,2,250,F73
427,514,1,0,0,C58
428,515,0,2,250,F73
429,516,0,2,250,F73
430,517,1,0,0,C58
431,519,0,2,250,F73
432,520,1,0,0,C58
433,521,0,2,250,F73
434,522,0,2,250,F73
435,523,1,0,0,C58
436,525,0,2,250,F73
437,526,1,0,0,C58
438,527,0,2,250,F73
439,528,0,2,250,F73
440,529,1,0,0,C58
441,531,0,2,250,F73
442,532,1,0,0,C58
443,533,0,2,250,F73
444,534,0,2,250,F73
445,535,1,0,0,C58
446,537,0,2,250,F73
447,538,1,0,0,C58
448,539,0,2,250,F73
449,540,0,2,250,F73
450,541,1,0,0,C58
451,543,0,2,250,F73
452,544,1,0,0,C58
453,545,0,2,250,F73
454,546,0,2,250,F73
455,547,1,0,0,C58
456,549,0,2,250,F73
457,550,1,0,0,C58
458,551,0,2,250,F73
459,552,0,2,250,F73
460,553,1,0,0,C58
461,555,0,2,250,F73
462,556,1,0,0,C58
463,557,0,2,250,F73
464,558,0,2,250,F73
465,559,1,0,0,C58
466,561,0,2,250,F73
467,562,1,0,0,C58
468,563,0,2,250,F73
469,564,0,2,250,F73
470,565,1,0,0,C58
471,567,0,2,250,F73
472,568,1,0,0,C58
473,569,0,2,250,F73
474,570,0,2,250,F73
475,571,1,0,0,C58
476,573,0,2,250,F73
477,574,1,0,0,C58
478,575,0,2,250,F73
479,576,0,2,250,F73
480,577,1,0,0,C58
481,579,0,2,250,F73
482,580,1,0,0,C58
483,581,0,2,250,F73
484,582,0,2,250,F73
485,583,1,0,0,C58
486,585,0,2,250,F73
487,586,1,0,0,C58
488,587,0,2,250,F73
489,588,0,2,250,F73
490,589,1,0,0,C58
491,591,0,2,250,F73
492,592,1,0,0,C58
493,593,0,2,250,F73
494,594,0,2,250,F73
495,595,1,0,0,C58
496,597,0,2,250,F73
497,598,1,0,0,C58
498,599,0,2,250,F73
499,600,0,2,250,F73
500,601,1,0,0,C58
501,603,0,2,250,F73
502,604,1,0,0,C58
503,605,0,2,250,F73
504,606,0,2,250,F73
505,607,1,0,0,C58
506,609,0,2,250,F73
507,610,1,0,0,C58
508,611,0,2,250,F73
509,612,0,2,250,F73
510,613,1,0,0,C58
511,615,0,2,250,F73
512,616,1,0,0,C58
513,617,0,2,250,F73
514,618,0,2,250,F73
515,619,1,0,0,C58
516,621,0,2,250,F73
517,622,1,0,0,C58
518,623,0,2,250,F73
519,624,0,2,250,F73
520,625,1,0,0,C58
521,627,0,2,250,F73
522,628,1,0,0,C58
523,629,0,2,250,F73
524,630,0,2,250,F73
525,631,1,0,0,C58
526,633,0,2,250,F73
527,634,1,0,0,C58
528,635,0,2,250,F73
529,636,0,2,250,F73
530,637,1,0,0,C58
531,639,0,2,250,F73
532,640,1,0,0,C58
533,641,0,2,250,F73
534,642,0,2,250,F73
535,643,1,0,0,C58
536,645,0,2,250,F73
537,646,1,0,0,C58
538,647,0,2,250,F73
539,648,0,2,250,F73
540,649,1,0,0,C58
541,651,0,2,250,F73
542,652,1,0,0,C58
543,653,0,2,250,F73
544,654,0,2,250,F73
545,655,1,0,0,C58
546,657,0,2,250,F73
547,658,1,0,0,C58
548,659,0,2,250,F73
549,660,0,2,250,F73
550,661,1,0,0,C58
551,663,0,2,250,F73
552,664,1,0,0,C58
553,665,0,2,250,F73
554,666,0,2,250,F73
555,667,1,0,0,C58
556,669,0,2,250,F73
557,670,1,0,0,C58
558,671,0,2,250,F73
559,672,0,2,250,F73
560,673,1,0,0,C58
561,675,0,2,250,F73
562,676,1,0,0,C58
563,677,0,2,250,F73
564,678,0,2,250,F73
565,679,1,0,0,C58
566,681,0,2,250,F73
567,682,1,0,0,C58
568,683,0,2,250,F73
569,684,0,2,250,F73
570,685,1,0,0,C58
571,687,0,2,250,F73
572,688,1,0,0,C58
573,689,0,2,250,F73
574,690,0,2,250,F73
575,691,1,0,0,C58
576,693,0,2,250,F73
577,694,1,0,0,C58
578,695,0,2,250,F73
579,696,0,2,250,F73
580,697,1,0,0,C58
581,699,0,2,250,F73
582,700,1,0,0,C58
583,701,0,2,250,F73
584,702,0,2,250,F73
585,703,1,0,0,C58
586,705,0,2,250,F73
587,706,1,0,0,C58
588,707,0,2,250,F73
589,708,0,2,250,F73
590,709,1,0,0,C58
591,711,0,2,250,F73
592,712,1,0,0,C58
593,713,0,2,250,F73
594,714,0,2,250,F73
595,715,1,0,0,C58
596,717,0,2,250,F73
597,718,1,0,0,C58
598,719,0,2,250,F73
599,720,0,2,250,F73
600,721,1,0,0,C58
601,723,0,2,250,F73
602,724,1,0,0,C58
603,725,0,2,250,F73
604,726,0,2,250,F73
605,727,1,0,0,C58
606,729,0,2,250,F73
607,730,1,0,0,C58
608,731,0,2,250,F73
609,732,0,2,250,F73
610,733,1,0,0,C58
611,735,0,2,250,F73
612,736,1,0,0,C58
613,737,0,2,250,F73
614,738,0,2,250,F73
615,739,1,0,0,C58
616,741,0,2,250,F73
617,742,1,0,0,C58
618,743,0,2,250,F73
619,744,0,2,250,F73
620,745,1,0,0,C58
621,747,0,2,250,F73
622,748,1,0,0,C58
623,749,0,2,250,F73
624,750,0,2,250,F73
625,751,1,0,0,C58
626,753,0,2,250,F73
627,754,1,0,0,C58
628,755,0,2,250,F73
629,756,0,2,250,F73
630,757,1,0,0,C58
631,759,0,2,250,F73
632,760,1,0,0,C58
633,761,0,2,250,F73
634,762,0,2,250,F73
635,763,1,0,0,C58
636,765,0,2,250,F73
637,766,1,0,0,C58
638,767,0,2,250,F73
639,768,0,2,250,F73
640,769,1,0,0,C58
641,771,0,2,250,F73
642,772,1,0,0,C58
643,773,0,2,250,F73
644,774,0,2,250,F73
645,775,1,0,0,C58
646,777,0,2,250,F73
647,778,1,0,0,C58
648,779,0,2,250,F73
649,780,0,2,250,F73
650,781,1,0,0,C58
651,783,0,2,250,F73
652,784,1,0,0,C58
653,785,0,2,250,F73
654,786,0,2,250,F73
655,787,1,0,0,C58
656,789,0,2,250,F73
657,790,1,0,0,C58
658,791,0,2,250,F73
659,792,0,2,250,F73
660,793,1,0,0,C58
661,795,0,2,250,F73
662,796,1,0,0,C58
663,797,0,2,250,F73
664,798,0,2,250,F73
665,799,1,0,0,C58
666,801,0,2,250,F73
667,802,1,0,0,C58
668,803,0,2,250,F73
669,804,0,2,250,F73
670,805,1,0,0,C58
671,807,0,2,250,F73
672,808,1,0,0,C58
673,809,0,2,250,F73
674,810,0,2,250,F73
675,811,1,0,0,C58
676,813,0,2,250,F73
677,814,1,0,0,C58
678,815,0,2,250,F73
679,816,1,0,0,C58
680,818,0,2,250,F73
681,819,1,0,0,C58
682,820,0,2,250,F73
683,821,0,2,250,F73
684,822,1,0,0,C58
685,824,0,2,250,F73
686,825,1,0,0,C58
687,826,0,2,250,F73
688,827,0,2,250,F73
689,828,1,0,0,C58
690,830,0,2,250,F73
691,831,1,0,0,C58
692,832,0,2,250,F73
693,833,0,2,250,F73
694,834,1,0,0,C58
695,836,0,2,250,F73
696,837,1,0,0,C58
697,838,0,2,250,F73
698,839,0,2,250,F73
699,840,1,0,0,C58
700,842,0,2,250,F73
701,843,1,0,0,C58
702,844,0,2,250,F73
703,845,0,2,250,F73
704,846,1,0,0,C58
705,848,0,2,250,F73
706,849,1,0,0,C58
707,850,0,2,250,F73
708,851,0,2,250,F73
709,852,1,0,0,C58
710,854,0,2,250,F73
711,855,1,0,0,C58
712,856,0,2,250,F73
713,857,0,2,250,F73
714,858,1,0,0,C58
715,860,0,2,250,F73
716,861,1,0,0,C58
717,862,0,2,250,F73
718,863,0,2,250,F73
719,864,1,0,0,C58
720,866,0,2,250,F73
721,867,1,0,0,C58
722,868,0,2,250,F73
723,869,0,2,250,F73
724,870,1,0,0,C58
725,872,0,2,250,F73
726,873,1,0,0,C58
727,874,0,2,250,F73
728,875,0,2,250,F73
729,876,1,0,0,C58
730,878,0,2,250,F73
731,879,1,0,0,C58
732,880,0,2,250,F73
733,881,0,2,250,F73
734,882,1,0,0,C58
735,884,0,2,250,F73
736,885,1,0,0,C58
737,886,0,2,250,F73
738,887,0,2,250,F73
739,888,1,0,0,C58
740,890,0,2,250,F73
741,891,1,0,0,C58
742,892,0,2,250,F73
743,893,0,2,250,F73
744,894,1,0,0,C58
745,896,0,2,250,F73
746,897,1,0,0,C58
747,898,0,2,250,F73
748,899,0,2,250,F73
749,900,1,0,0,C58
750,902,0,2,250,F73
751,903,1,0,0,C58
752,904,0,2,250,F73
753,905,0,2,250,F73
754,906,1,0,0,C58
755,908,0,2,250,F73
756,909,1,0,0,C58
757,910,0,2,250,F73
758,911,0,2,250,F73
759,912,1,0,0,C58
760,914,0,2,250,F73
761,915,1,0,0,C58
762,916,0,2,250,F73
763,917,0,2,250,F73
764,918,1,0,0,C58
765,920,0,2,250,F73
766,921,1,0,0,C58
767,922,0,2,250,F73
768,923,0,2,250,F73
769,924,1,0,0,C58
770,926,0,2,250,F73
771,927,1,0,0,C58
772,928,0,2,250,F73
773,929,0,2,250,F73
774,930,1,0,0,C58
775,932,0,2,250,F73
776,933,1,0,0,C58
777,934,0,2,250,F73
778,935,0,2,250,F73
779,936,1,0,0,C58
780,938,0,2,250,F73
781,939,1,0,0,C58
782,940,0,2,250,F73
783,941,0,2,250,F73
784,942,1,0,0,C58
785,944,0,2,250,F73
786,945,1,0,0,C58
787,946,0,2,250,F73
788,947,0,2,250,F73
789,948,1,0,0,C58
790,950,0,2,250,F73
791,951,1,0,0,C58
792,952,0,2,250,F73
793,953,0,2,250,F73
794,954,1,0,0,C58
795,956,0,2,250,F73
796,957,1,0,0,C58
797,958,0,2,250,F73
798,959,0,2,250,F73
799,960,1,0,0,C58
800,962,0,2,250,F73
801,963,1,0,0,C58
802,964,0,2,250,F73
803,965,0,2,250,F73
804,966,1,0,0,C58
805,968,0,2,250,F73
806,969,1,0,0,C58
807,970,0,2,250,F73
808,971,0,2,250,F73
809,972,1,0,0,C58
810,974,0,2,250,F73
811,975,1,0,0,C58
812,976,0,2,250,F73
813,977,0,2,250,F73
814,978,1,0,0,C58
815,980,0,2,250,F73
816,981,1,0,0,C58
817,982,0,2,250,F73
818,983,0,2,250,F73
819,984,1,0,0,C58
820,986,0,2,250,F73
821,987,1,0,0,C58
822,988,0,2,250,F73
823,989,0,2,250,F73
824,990,1,0,0,C58
825,992,0,2,250,F73
826,993,1,0,0,C58
827,994,0,2,250,F73
828,995,0,2,250,F73
829,996,1,0,0,C58
830,998,0,2,250,F73
831,999,1,0,0,C58
832,1000,0,2,250,F73
833,1001,0,2,250,F73
834,1002,1,0,0,C58
835,1004,0,2,250,F73
836,1005,1,0,0,C58
837,1006,0,2,250,F73
838,1007,0,2,250,F73
839,1008,1,0,0,C58
840,1010,0,2,250,F73
841,1011,1,0,0,C58
842,1012,0,2,250,F73
843,1013,0,2,250,F73
844,1014,1,0,0,C58
845,1016,0,2,250,F73
846,1017,1,0,0,C58
847,1018,0,2,250,F73
848,1019,0,2,250,F73
849,1020,1,0,0,C58
850,1022,0,2,250,F73
851,1023,1,0,0,C58
852,1024,0,2,250,F73
853,1025,0,2,250,F73
854,1026,1,0,0,C58
855,1028,0,2,250,F73
856,1029,1,0,0,C58
857,1030,0,2,250,F73
858,1031,0,2,250,F73
859,1032,1,0,0,C58
860,1034,0,2,250,F73
861,1035,1,0,0,C58
862,1036,0,2,250,F73
863,1037,0,2,250,F73
864,1038,1,0,0,C58
865,1040,0,2,250,F73
866,1041,1,0,0,C58
867,1042,0,2,250,F73
868,1043,0,2,250,F73
869,1044,1,0,0,C58
870,1046,0,2,250,F73
871,1047,1,0,0,C58
872,1048,0,2,250,F73
873,1049,0,2,250,F73
874,1050,1,0,0,C58
875,1052,0,2,250,F73
876,1053,1,0,0,C58
877,1054,0,2,250,F73
878,1055,0,2,250,F73
879,1056,1,0,0,C58
880,1058,0,2,250,F73
881,1059,1,0,0,C58
882,1060,0,2,250,F73
883,1061,0,2,250,F73
884,1062,1,0,0,C58
885,1064,0,2,250,F73
886,1065,1,0,0,C58
887,1066,0,2,250,F73
888,1067,0,2,250,F73
889,1068,1,0,0,C58
890,1070,0,2,250,F73
891,1071,1,0,0,C58
892,1072,0,2,250,F73
893,1073,0,2,250,F73
894,1074,1,0,0,C58
895,1076,0,2,250,F73
896,1077,1,0,0,C58
897,1078,0,2,250,F73
898,1079,0,2,250,F73
899,1080,1,0,0,C58
900,1082,0,2,250,F73
901,1083,1,0,0,C58
902,1084,0,2,250,F73
903,1085,0,2,250,F73
904,1086,1,0,0,C58
905,1088,0,2,250,F73
906,1089,1,0,0,C58
907,1090,0,2,250,F73
908,1091,0,2,250,F73
909,1092,1,0,0,C58
910,1094,0,2,250,F73
911,1095,1,0,0,C58
912,1096,0,2,250,F73
913,1097,0,2,250,F73
914,1098,1,0,0,C58
915,1100,0,2,250,F73
916,1101,1,0,0,C58
917,1102,0,2,250,F73
918,1103,0,2,250,F73
919,1104,1,0,0,C58
920,1106,0,2,250,F73
921,1107,1,0,0,C58
922,1108,0,2,250,F73
923,1109,0,2,250,F73
924,1110,1,0,0,C58
925,1112,0,2,250,F73
926,1113,1,0,0,C58
927,1114,0,2,250,F73
928,1115,0,2,250,F73
929,1116,1,0,0,C58
930,1118,0,2,250,F73
931,1119,1,0,0,C58
932,1120,0,2,250,F73
933,1121,0,2,250,F73
934,1122,1,0,0,C58
935,1124,0,2,250,F73
936,1125,1,0,0,C58
937,1126,0,2,250,F73
938,1127,0,2,250,F73
939,1128,1,0,0,C58
940,1130,0,2,250,F73
941,1131,1,0,0,C58
942,1132,0,2,250,F73
943,1133,0,2,250,F73
944,1134,1,0,0,C58
945,1136,0,2,250,F73
946,1137,1,0,0,C58
947,1138,0,2,250,F73
948,1139,0,2,250,F73
949,1140,1,0,0,C58
950,1142,0,2,250,F73
951,1143,1,0,0,C58
952,1144,0,2,250,F73
953,1145,0,2,250,F73
954,1146,1,0,0,C58
955,1148,0,2,250,F73
956,1149,1,0,0,C58
957,1150,0,2,250,F73
958,1151,0,2,250,F73
959,1152,1,0,0,C58
960,1154,0,2,250,F73
961,1155,1,0,0,C58
962,1156,0,2,250,F73
963,1157,0,2,250,F73
964,1158,1,0,0,C58
965,1160,0,2,250,F73
966,1161,1,0,0,C58
967,1162,0,2,250,F73
968,1163,0,2,250,F73
969,1164,1,0,0,C58
970,1166,0,2,250,F73
971,1167,1,0,0,C58
972,1168,0,2,250,F73
973,1169,0,2,250,F73
974,1170,1,0,0,C58
975,1172,0,2,250,F73
976,1173,1,0,0,C58
977,1174,0,2,250,F73
978,1175,0,2,250,F73
979,1176,1,0,0,C58
980,1178,0,2,250,F73
981,1179,1,0,0,C58
982,1180,0,2,250,F73
983,1181,0,2,250,F73
984,1182,1,0,0,C58
985,1184,0,2,250,F73
986,1185,1,0,0,C58
987,1186,0,2,250,F73
988,1187,0,2,250,F73
989,1188,1,0,0,C58
990,1190,0,2,250,F73
991,1191,1,0,0,C58
992,1192,0,2,250,F73
993,1193,0,2,250,F73
994,1194,1,0,0,C58
995,1196,0,2,250,F73
996,1197,1,0,0,C58
997,1198,0,2,250,F73
998,1199,0,2,250,F73
999,1200,1,0,0,C58
1000,1202,0,2,250,F73
1001,1203,1,0,0,C58
1002,1204,0,2,250,F73
1003,1205,0,2,250,F73
1004,1206,1,0,0,C58
1005,1208,0,2,250,F73
1006,1209,1,0,0,C58
1007,1210,0,2,250,F73
1008,1211,0,2,250,F73
1009,1212,1,0,0,C58
1010,1214,0,2,250,F73
1011,1215,1,0,0,C58
1012,1216,0,2,250,F73
1013,1217,0,2,250,F73
1014,1218,1,0,0,C58
1015,1220,0,2,250,F73
1016,1221,1,0,0,C58
1017,1222,0,2,250,F73
1018,1223,0,2,250,F73
1019,1224,1,0,0,C58
1020,1226,0,2,250,F73
1021,1227,1,0,0,C58
1022,1228,0,2,250,F73
1023,1229,0,2,250,F73
1024,1230,1,0,0,C58
1025,1232,0,2,250,F73
1026,1233,1,0,0,C58
1027,1234,0,2,250,F73
1028,1235,0,2,250,F73
1029,1236,1,0,0,C58
1030,1238,0,2,250,F73
1031,1239,1,0,0,C58
1032,1240,0,2,250,F73
1033,1241,1,0,0,C58
1034,1243,0,2,250,F73
1035,1244,1,0,0,C58
1036,1245,0,2,250,F73
1037,1246,0,2,250,F73
1038,1247,1,0,0,C58
1039,1249,0,2,250,F73
1040,1250,1,0,0,C58
1041,1251,0,2,250,F73
1042,1252,0,2,250,F73
1043,1253,1,0,0,C58
1044,1255,0,2,250,F73
1045,1256,1,0,0,C58
1046,1257,0,2,250,F73
1047,1258,0,2,250,F73
1048,1259,1,0,0,C58
1049,1261,0,2,250,F73
1050,1262,1,0,0,C58
1051,1263,0,2,250,F73
1052,1264,0,2,250,F73
